,date,portfolio_value,weights
0,1986-10-31,100.0,"{'market': 0.01000000000000002, 'ocf_me': 0.033872285918859435, 'ret_1_0': 0.06494686087185936, 'fnl_gr1a': 0.2914312408461332, 'ret_12_7': 0.06708115010793017, 'earnings_variability': 0.032668462255217856, 'seas_6_10an': 0.5}"
1,1986-11-30,100.57880289012795,
2,1986-12-31,100.89901482365062,
3,1987-01-31,101.39996493292473,
4,1987-02-28,101.22079715657095,
5,1987-03-31,100.005750145767,
6,1987-04-30,99.56252613185346,
7,1987-05-31,99.71244260687213,
8,1987-06-30,100.11080092651008,
9,1987-07-31,101.49924187714912,
10,1987-08-31,101.7594767769183,
11,1987-09-30,101.69694278868695,
12,1987-10-31,105.53340541634772,"{'market': 0.16076165546881135, 'ocf_me': 0.010000000000000038, 'ret_1_0': 0.06361573127605355, 'mispricing_perf': 0.39052222365271666, 'inv_gr1a': 0.22327908325163523, 'sale_me': 0.15182130635078325}"
13,1987-11-30,105.46966681124117,
14,1987-12-31,107.58861822879247,
15,1988-01-31,106.56806733777685,
16,1988-02-29,108.36345857988964,
17,1988-03-31,109.55963241110487,
18,1988-04-30,110.12258601089584,
19,1988-05-31,109.60919052992571,
20,1988-06-30,109.95533785487713,
21,1988-07-31,110.45835156969075,
22,1988-08-31,110.12079139266166,
23,1988-09-30,110.46254898044475,
24,1988-10-31,111.18986562707155,"{'market': 0.16076165546881135, 'ocf_me': 0.010000000000000038, 'ret_1_0': 0.06361573127605355, 'mispricing_perf': 0.39052222365271666, 'inv_gr1a': 0.22327908325163523, 'sale_me': 0.15182130635078325}"
25,1988-11-30,110.99124400259826,
26,1988-12-31,112.01316332195026,
27,1989-01-31,111.99988454913867,
28,1989-02-28,112.12368627128144,
29,1989-03-31,112.46794399154535,
30,1989-04-30,112.6395713748127,
31,1989-05-31,112.30453836732296,
32,1989-06-30,111.46897019469522,
33,1989-07-31,111.90171127768983,
34,1989-08-31,112.40659818857533,
35,1989-09-30,112.44191219382537,
36,1989-10-31,112.01995143934965,"{'market': 0.14529258169254117, 'ocf_me': 0.01, 'ret_1_0': 0.15492593156141465, 'ret_12_7': 0.18978148674604423, 'chcsho_12m': 0.5}"
37,1989-11-30,111.52803223486809,
38,1989-12-31,111.35385062400385,
39,1990-01-31,110.63291991260728,
40,1990-02-28,110.41222864543784,
41,1990-03-31,110.72246113090956,
42,1990-04-30,110.98336800624088,
43,1990-05-31,110.12965964460375,
44,1990-06-30,110.95240060129882,
45,1990-07-31,113.331472550246,
46,1990-08-31,113.07830394228314,
47,1990-09-30,113.96418951499716,
48,1990-10-31,113.77160691670717,"{'market': 0.17471762579589661, 'ocf_at': 0.4391462467239276, 'seas_11_15an': 0.3030215722929353, 'ret_1_0': 0.07311455518724048, 'resff3_12_1': 0.010000000000000018}"
49,1990-11-30,113.99763151980153,
50,1990-12-31,114.4266603314072,
51,1991-01-31,117.1759115958785,
52,1991-02-28,118.5757354693723,
53,1991-03-31,119.96976488322929,
54,1991-04-30,120.28985541943572,
55,1991-05-31,119.7051871111343,
56,1991-06-30,120.17193515470615,
57,1991-07-31,119.9731914842951,
58,1991-08-31,119.50086437279707,
59,1991-09-30,118.06280154772237,
60,1991-10-31,117.69545563320607,"{'market': 0.17471762579589661, 'ocf_at': 0.4391462467239276, 'seas_11_15an': 0.3030215722929353, 'ret_1_0': 0.07311455518724048, 'resff3_12_1': 0.010000000000000018}"
61,1991-11-30,117.14555273053725,
62,1991-12-31,117.91831103756385,
63,1992-01-31,121.57445002583101,
64,1992-02-29,122.07877827770801,
65,1992-03-31,121.72659266520415,
66,1992-04-30,120.34528399804289,
67,1992-05-31,119.82346765084519,
68,1992-06-30,119.94467643770048,
69,1992-07-31,121.17706908436094,
70,1992-08-31,121.89902739297912,
71,1992-09-30,122.96361915797375,
72,1992-10-31,123.59253511310203,"{'market': 0.17471762579589661, 'ocf_at': 0.4391462467239276, 'seas_11_15an': 0.3030215722929353, 'ret_1_0': 0.07311455518724048, 'resff3_12_1': 0.010000000000000018}"
73,1992-11-30,123.67865835144927,
74,1992-12-31,123.62460964141451,
75,1993-01-31,123.5460491991034,
76,1993-02-28,122.08146763983115,
77,1993-03-31,122.1217275873936,
78,1993-04-30,120.32221390445167,
79,1993-05-31,122.02870530077321,
80,1993-06-30,122.02270281159224,
81,1993-07-31,120.75680857233017,
82,1993-08-31,120.91067898042931,
83,1993-09-30,121.98357536706847,
